ticker,name,companyCode,companyName,custodianCode,custodianName,indexTicker,indexName,indexStartDate,managerNames,establishDate,assetal,assetalName,manage,manageName,organizationform,organizationformName,investarea,investareaName,exchangemarket,exchangemarketName,assetalNet,nav,navUnit,navChange,navChange1w,navChange1m,navChange3m,navChange6m,navChange9m,navChangeYtd,navChange1y,navAnnualReturns2y,navAnnualReturns3y,navAnnualReturns5y,navAnnualReturns10y,navBeta3mJSW001,navBeta6mJSW001,navBeta9mJSW001,navBeta1yJSW001,navBeta2yJSW001,navBeta3yJSW001,navBeta5yJSW001,navBeta10yJSW001,navBeta15yJSW001,navBetaYtdJSW001,navBetaAllJSW001,navBeta2007JSW001,navBeta2015JSW001,trackingError,navBeta2008JSW001,navBeta2016JSW001,tradeAmount,tradeAmount3,tradeAmount5,tradeAmount10,tradeAmount30,pctOfFloat,pctOfStock,stkShares,isEnd,managerRatio,custodianRatio,salesRatio,totalFee,indexUsageRatio,pctOfNav
001617,天弘电子联接A,80041198,天弘基金,10000786,海通证券,'930652,CS电子,2015-07-29,{'30683895': '林心龙'},2015-07-29,Stock,股票,Index,传统指数型,ETFFeeder,ETF联接,Domestic,投资境内,Unlisted,未上市,14.2,1.5108,人民币,0.9,-1.32,-0.68,-7.57,6.46,-10.15,0.31,4.16,26.74,32.69,10.23,--,0.8,0.54,0.9,1.07,1.2,1.3,1.21,--,--,0.95,1.17,--,--,0.08,--,1.17,0.00,--,--,--,--,--,--,--,False,0.50,0.10,--,0.60,--,--
159997,天弘中证电子ETF,80041198,天弘基金,10000786,海通证券,'930652,CS电子,2020-02-27,{'30683895': '林心龙'},2020-02-27,Stock,股票,Index,传统指数型,ETF,ETF,Domestic,投资境内,SZSE,深交所上市,12.96,1.2528,人民币,0.95,-1.38,-0.72,-7.96,6.73,-10.85,0.02,3.74,--,--,--,--,0.85,0.57,0.95,1.11,--,--,--,--,--,1.0,1.18,--,--,0.02,--,--,40533464.00,38963715.87,38123015.30,37320700.35,39646472.68,--,--,--,False,0.50,0.10,--,0.63,0.03,--
159766,富国中证旅游ETF,80000221,富国基金,80001122,中国银行,'930633,中证旅游,2021-07-15,{'30660017': '曹璐迪'},2021-07-15,Stock,股票,Index,传统指数型,ETF,ETF,Domestic,投资境内,SZSE,深交所上市,2.18,0.9926,人民币,-1.29,2.09,7.43,0.54,--,--,--,--,--,--,--,--,0.54,--,--,--,--,--,--,--,--,--,0.54,--,--,0.41,--,--,26047538.00,29582201.97,36273865.80,30166250.38,27781953.74,--,--,--,False,0.50,0.10,--,0.60,--,--
512810,华宝国防军工,80000250,华宝基金,80001068,建设银行,'399967,中证军工,2016-08-05,{'30191326': '胡洁'},2016-08-05,Stock,股票,Index,传统指数型,ETF,ETF,Domestic,投资境内,SHSE,上交所上市,3.17,1.3861,人民币,0.15,0.87,0.22,9.51,28.8,3.52,6.85,25.36,39.47,34.06,7.33,--,1.17,0.71,1.22,1.32,1.59,1.37,1.25,--,--,1.17,1.24,--,--,0.08,--,--,10990523.00,31979041.33,28342648.00,26738142.60,34936233.67,--,--,--,False,0.50,0.10,--,0.63,0.03,--
000596,前海军工指数A,80280038,前海开源,80001121,交通银行,'399967,中证军工,2014-05-27,{'30478086': '黄玥'},2014-05-27,Stock,股票,Index,传统指数型,OpenEnded,传统开放式,Domestic,投资境内,Unlisted,未上市,24.99,2.193,人民币,0.14,1.39,1.3,7.64,24.5,-1.31,1.82,17.47,35.73,30.37,5.49,--,1.15,0.6,1.14,1.24,1.58,1.29,1.16,--,--,1.1,1.17,--,1.28,0.26,--,1.18,0.00,--,--,--,--,--,--,--,False,1.00,0.20,--,1.22,0.02,--
512560,易方达军工ETF,80000229,易方达基金,10000020,招商银行,'399967,中证军工,2017-07-14,{'30636609': '张湛'},2017-07-14,Stock,股票,Index,传统指数型,ETF,ETF,Domestic,投资境内,SHSE,上交所上市,6.66,1.473,人民币,0.14,0.86,0.19,8.22,23.99,-1.48,1.48,19.21,35.36,30.41,--,--,1.17,0.71,1.21,1.32,1.57,1.35,--,--,--,1.18,1.22,--,--,0.05,--,--,31355441.00,31222540.67,32542251.00,34656437.50,50026182.10,--,--,--,False,0.50,0.10,--,0.63,0.03,--
502003,易基军工指数(LOF)A,80000229,易方达基金,80001068,建设银行,'399967,中证军工,2015-07-08,{'30636609': '张湛'},2015-07-08,Stock,股票,Index,传统指数型,LOF,LOF,Domestic,投资境内,SHSE,上交所上市,12.36,1.4626,人民币,0.12,0.81,0.05,7.2,21.37,-2.99,0.16,16.28,38.05,32.39,6.5,--,1.13,0.68,1.16,1.26,1.59,1.33,1.21,--,--,1.12,1.28,--,--,0.12,--,1.23,272948.00,301236.33,266933.20,318632.40,681735.50,--,--,--,False,1.00,0.22,--,1.24,0.02,--
003017,广发军工联接A,80000248,广发基金,80001067,工商银行,'399967,中证军工,2016-09-26,{'30488589': '霍华明'},2016-09-26,Stock,股票,Index,传统指数型,ETFFeeder,ETF联接,Domestic,投资境内,Unlisted,未上市,57.35,1.2196,人民币,0.1,0.7,-0.07,6.16,19.56,-4.66,-1.55,12.11,28.41,26.41,3.98,--,1.12,0.66,1.14,1.24,1.54,1.3,1.17,--,--,1.1,1.17,--,--,0.12,--,--,0.00,--,--,--,--,--,--,--,False,0.50,0.10,--,0.60,--,--
512680,广发军工基金,80000248,广发基金,80001067,工商银行,'399967,中证军工,2016-08-30,{'30488589': '霍华明'},2016-08-30,Stock,股票,Index,传统指数型,ETF,ETF,Domestic,投资境内,SHSE,上交所上市,41.62,1.2888,人民币,0.12,0.81,0.07,7.03,21.3,-4.83,-1.83,12.81,31.24,29.25,5.1,--,1.18,0.71,1.22,1.32,1.65,1.4,1.25,--,--,1.18,1.24,--,--,0.02,--,--,39180427.00,44663121.00,49445305.40,41608203.20,51542086.80,--,--,--,False,0.50,0.10,--,0.63,0.03,--
512660,国泰军工ETF,80000224,国泰基金,80001068,建设银行,'399967,中证军工,2016-07-26,{'30260621': '艾小军'},2016-07-26,Stock,股票,Index,传统指数型,ETF,ETF,Domestic,投资境内,SHSE,上交所上市,142.12,1.2588,人民币,0.12,0.78,-0.03,6.8,21.12,-5.01,-1.99,12.37,30.3,27.51,4.57,--,1.19,0.71,1.22,1.32,1.65,1.41,1.26,--,--,1.18,1.26,--,--,0.02,--,--,360187830.00,423956604.33,543685900.20,579744896.20,846819550.03,--,--,--,False,0.50,0.10,--,0.63,0.03,--
163115,申万军工指数,80045188,申万菱信,80001120,农业银行,'399967,中证军工,2021-01-01,{'30334725': '龚丽丽'},2021-01-01,Stock,股票,EnhancedIndex,增强指数型,LOF,LOF,Domestic,投资境内,SZSE,深交所上市,14.33,1.2226,人民币,0.12,0.78,0.03,7.08,20.96,-3.54,--,--,--,--,--,--,1.12,0.66,1.15,--,--,--,--,--,--,--,1.11,--,--,0.14,--,--,51267.00,94985.26,222323.67,219054.92,273602.11,--,--,--,False,1.00,0.22,--,1.24,0.02,--
161024,富国军工指数A,80000221,富国基金,80001068,建设银行,'399967,中证军工,2021-01-01,"{'30072302': '张圣贤', '30069488': '王保合'}",2021-01-01,Stock,股票,EnhancedIndex,增强指数型,LOF,LOF,Domestic,投资境内,SZSE,深交所上市,74.94,1.236,人民币,0.11,0.73,0.0,6.38,19.92,-4.34,--,--,--,--,--,--,1.12,0.66,1.13,--,--,--,--,--,--,--,1.1,--,--,0.13,--,--,3313447.00,3106631.23,3517665.22,3550602.17,6049289.72,--,--,--,False,1.00,0.22,--,1.24,0.02,--
512650,中证长三角ETF,80053708,汇添富,10000001,浦发银行,'931141,CS长三角,2019-07-26,"{'30057296': '吴振翔', '30565937': '乐无穹'}",2019-07-26,Stock,股票,Index,传统指数型,ETF,ETF,Domestic,投资境内,SHSE,上交所上市,18.16,1.2757,人民币,1.04,-0.97,-1.93,-4.46,4.39,-5.06,0.15,6.32,14.42,--,--,--,1.05,1.15,1.18,1.17,1.2,--,--,--,--,1.19,1.15,--,--,0.03,--,--,33564.00,56827.33,90249.40,681871.90,1243673.37,--,--,--,False,0.15,0.05,--,0.23,0.03,--
007839,长三角联接A,80053708,汇添富,10000001,浦发银行,'931141,CS长三角,2019-09-24,{'30057296': '吴振翔'},2019-09-24,Stock,股票,Index,传统指数型,ETFFeeder,ETF联接,Domestic,投资境内,Unlisted,未上市,0.9,1.2971,人民币,0.98,-0.9,-1.84,-4.4,3.88,-5.01,-0.1,5.63,13.32,--,--,--,0.99,1.08,1.12,1.11,1.13,--,--,--,--,1.13,1.13,--,--,0.08,--,--,0.00,--,--,--,--,--,--,--,False,0.15,0.05,--,0.20,--,--
159939,广发信息技术ETF,80000248,广发基金,80001122,中国银行,'000993,全指信息,2015-01-08,{'30488589': '霍华明'},2015-01-08,Stock,股票,Index,传统指数型,ETF,ETF,Domestic,投资境内,SZSE,深交所上市,14.39,1.3933,人民币,0.98,-1.28,-0.71,-6.98,6.85,-6.65,-1.02,-5.31,15.06,24.82,2.97,--,0.95,0.57,0.83,1.05,1.05,1.35,1.28,--,--,0.86,1.24,--,1.32,0.02,--,1.27,9657845.00,9574490.17,7415278.06,6965063.63,7597169.05,--,--,--,False,0.50,0.10,--,0.63,0.03,--
000942,广发信息联接A,80000248,广发基金,80001122,中国银行,'000993,全指信息,2015-01-29,{'30488589': '霍华明'},2015-01-29,Stock,股票,Index,传统指数型,ETFFeeder,ETF联接,Domestic,投资境内,Unlisted,未上市,13.64,1.2868,人民币,0.93,-1.19,-0.63,-6.71,6.67,-6.24,-1.09,-5.24,13.89,23.09,2.62,--,0.9,0.53,0.79,0.99,1.0,1.27,1.2,--,--,0.81,1.21,--,1.27,0.09,--,1.19,0.00,--,--,--,--,--,--,--,False,0.50,0.10,--,0.60,--,--
160135,南方高铁基金,80000220,南方基金,80000135,中国银河,'399807,高铁产业,2020-12-01,{'30332735': '孙伟'},2020-12-01,Stock,股票,Index,传统指数型,LOF,LOF,Domestic,投资境内,SZSE,深交所上市,2.6,0.9904,人民币,0.33,-2.36,-4.76,3.0,0.79,-5.85,2.08,--,--,--,--,--,0.72,0.76,0.49,--,--,--,--,--,--,0.54,0.55,--,--,0.13,--,--,97103.00,55388.64,53145.34,51296.41,171990.86,--,--,--,False,1.00,0.20,--,1.22,0.02,--
160639,鹏华高铁指数,80000230,鹏华基金,10000020,招商银行,'399807,高铁产业,2021-01-01,{'30687965': '罗英宇'},2021-01-01,Stock,股票,EnhancedIndex,增强指数型,LOF,LOF,Domestic,投资境内,SZSE,深交所上市,1.19,0.847,人民币,0.34,-2.43,-4.85,3.43,2.06,-5.27,--,--,--,--,--,--,0.72,0.76,0.5,--,--,--,--,--,--,--,0.55,--,--,0.14,--,--,9758.00,29814.94,26215.19,29119.38,104885.87,--,--,--,False,1.00,0.22,--,1.24,0.02,--
512670,鹏华中证国防ETF,80000230,鹏华基金,80001068,建设银行,'399973,国防指数,2019-07-05,{'30353307': '张羽翔'},2019-07-05,Stock,股票,Index,传统指数型,ETF,ETF,Domestic,投资境内,SHSE,上交所上市,18.68,1.0156,人民币,-0.07,1.37,0.96,5.89,25.74,-4.27,-1.67,20.6,42.66,--,--,--,1.21,0.69,1.35,1.44,1.66,--,--,--,--,1.3,1.68,--,--,0.07,--,--,61610490.00,71685925.00,88743286.20,108150261.80,150709735.83,--,--,--,False,0.30,0.10,--,0.43,0.03,--
160630,鹏华国防指数A,80000230,鹏华基金,80001068,建设银行,'399973,国防指数,2021-01-01,{'30351449': '陈龙'},2021-01-01,Stock,股票,Index,传统指数型,LOF,LOF,Domestic,投资境内,SZSE,深交所上市,64.35,1.335,人民币,-0.08,1.29,0.83,4.78,22.55,-6.04,--,--,--,--,--,--,1.17,0.66,1.3,--,--,--,--,--,--,--,1.25,--,--,0.15,--,--,518287.00,782684.90,796224.95,996176.01,2053427.22,--,--,--,False,1.00,0.22,--,1.24,0.02,--
502013,长盛带路指数,80000227,长盛基金,80001122,中国银行,'930620,CSSW丝路,2015-05-29,{'30209478': '陈亘斯'},2015-05-29,Stock,股票,Index,传统指数型,LOF,LOF,Domestic,投资境内,SHSE,上交所上市,4.51,1.4667,人民币,0.91,-0.4,-0.23,-1.7,0.66,-6.39,2.31,14.79,17.37,16.19,6.15,--,0.88,0.95,1.17,1.15,1.02,1.01,1.02,--,--,1.18,1.04,--,1.04,0.09,--,1.01,215807.00,198178.33,207505.20,224789.10,279305.67,--,--,--,False,1.00,0.22,--,1.24,0.02,--
517360,华安AH科技ETF,80000228,华安基金,80001120,农业银行,'931442,SHS科技100(人民币),2021-06-18,"{'30564612': '倪斌', '30528692': '马丁'}",2021-06-18,Stock,股票,Index,传统指数型,ETF,ETF,Domestic,投资境内,SHSE,上交所上市,0.93,0.9327,人民币,1.16,0.02,-2.85,-7.66,--,--,--,--,--,--,--,--,1.16,--,--,--,--,--,--,--,--,--,1.04,--,--,0.26,--,--,2092800.00,1557300.33,1064291.00,1669299.90,2006899.70,--,--,--,False,0.50,0.10,--,0.60,--,--
516860,博时金融科技ETF,80000226,博时基金,80001068,建设银行,'930986,金融科技,2021-09-24,{'30257052': '尹浩'},2021-09-24,Stock,股票,Index,传统指数型,ETF,ETF,Domestic,投资境内,SHSE,上交所上市,0.28,0.998,人民币,1.28,-2.57,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.55,--,--,6633958.00,5101262.33,5205932.00,--,--,--,--,--,False,0.50,0.10,--,0.60,--,--
159851,华宝金科ETF,80000250,华宝基金,80001068,建设银行,'930986,金融科技,2021-03-04,{'30202589': '陈建华'},2021-03-04,Stock,股票,Index,传统指数型,ETF,ETF,Domestic,投资境内,SZSE,深交所上市,0.53,1.1239,人民币,1.34,-2.74,-4.09,-7.38,4.84,--,--,--,--,--,--,--,1.35,1.04,--,--,--,--,--,--,--,--,1.07,--,--,0.04,--,--,1454967.00,1617349.21,2100854.86,3495254.94,3291685.47,--,--,--,False,0.50,0.10,--,0.60,--,--
516100,华夏金融科技ETF,80000222,华夏基金,80001069,兴业银行,'930986,金融科技,2021-07-13,{'30214753': '徐猛'},2021-07-13,Stock,股票,Index,传统指数型,ETF,ETF,Domestic,投资境内,SHSE,上交所上市,1.38,0.9204,人民币,1.34,-2.68,-3.82,-8.97,--,--,--,--,--,--,--,--,1.29,--,--,--,--,--,--,--,--,--,1.28,--,--,0.31,--,--,709338.00,883634.00,852501.40,1023398.10,1832654.47,--,--,--,False,0.50,0.10,--,0.60,--,--
512930,平安人工智能ETF,80168726,平安基金,80001121,交通银行,'930713,CS人工智,2019-07-12,{'30138974': '钱晶'},2019-07-12,Stock,股票,Index,传统指数型,ETF,ETF,Domestic,投资境内,SHSE,上交所上市,2.92,1.5601,人民币,1.28,-0.74,0.21,-6.96,7.15,-3.52,3.09,-1.17,19.05,--,--,--,0.86,0.44,0.86,1.08,1.05,--,--,--,--,0.88,1.11,--,--,0.05,--,--,225316.00,230422.67,250243.00,258713.80,313234.97,--,--,--,False,0.15,0.05,--,0.23,0.03,--
161631,融通智能指数(LOF)A,80000231,融通基金,80001068,建设银行,'930713,CS人工智,2017-04-10,{'30132445': '何天翔'},2017-04-10,Stock,股票,Index,传统指数型,LOF,LOF,Domestic,投资境内,SZSE,深交所上市,8.32,1.4792,人民币,1.23,-0.76,0.2,-7.67,4.3,-6.5,0.14,-4.0,17.29,28.04,--,--,0.81,0.39,0.85,1.05,1.02,1.25,--,--,--,0.87,1.15,--,--,0.11,--,--,242754.00,273214.04,241946.50,327984.31,450736.02,--,--,--,False,0.80,0.15,--,0.97,0.02,--
515070,华夏AI智能ETF,80000222,华夏基金,80001122,中国银行,'930713,CS人工智,2019-12-09,{'30529457': '李俊'},2019-12-09,Stock,股票,Index,传统指数型,ETF,ETF,Domestic,投资境内,SHSE,上交所上市,8.67,1.2051,人民币,1.28,-0.78,0.1,-7.99,4.25,-7.31,-0.94,-5.76,--,--,--,--,0.87,0.44,0.87,1.09,--,--,--,--,--,0.89,1.31,--,--,0.04,--,--,4469238.00,5999205.00,5610143.20,6137077.50,9003335.10,--,--,--,False,0.50,0.10,--,0.63,0.03,--
008585,华夏智能联接A,80000222,华夏基金,80001122,中国银行,'930713,CS人工智,2020-06-16,{'30529457': '李俊'},2020-06-16,Stock,股票,Index,传统指数型,ETFFeeder,ETF联接,Domestic,投资境内,Unlisted,未上市,6.37,0.8902,人民币,1.22,-0.74,0.08,-7.65,3.92,-7.08,-1.05,-4.94,--,--,--,--,0.83,0.42,0.83,1.04,--,--,--,--,--,0.84,0.76,--,--,0.09,--,--,0.00,--,--,--,--,--,--,--,False,0.50,0.10,--,0.60,--,--
159819,易基AI智能,80000229,易方达基金,80001067,工商银行,'930713,CS人工智,2020-07-27,{'30636609': '张湛'},2020-07-27,Stock,股票,Index,传统指数型,ETF,ETF,Domestic,投资境内,SZSE,深交所上市,20.83,0.9404,人民币,1.28,-0.8,0.08,-8.17,3.37,-8.19,-1.93,-6.77,--,--,--,--,0.86,0.45,0.86,1.08,--,--,--,--,--,0.88,0.99,--,--,0.03,--,--,37415424.00,38573645.54,40368196.33,41652179.73,46769294.16,--,--,--,False,0.15,0.05,--,0.23,0.03,--
159702,添富中证AIETF,80053708,汇添富,10000020,招商银行,'930713,CS人工智,2021-04-29,{'30565937': '乐无穹'},2021-04-29,Stock,股票,Index,传统指数型,ETF,ETF,Domestic,投资境内,SZSE,深交所上市,0.2,1.0544,人民币,1.27,-0.89,-0.05,-8.99,--,--,--,--,--,--,--,--,0.86,--,--,--,--,--,--,--,--,--,0.96,--,--,0.04,--,--,806689.00,654013.23,649319.71,521332.30,935337.49,--,--,--,False,0.15,0.05,--,0.20,--,--
011839,天弘智能指数A,80041198,天弘基金,80066058,中信建投,'930713,CS人工智,2021-08-17,"{'30683895': '林心龙', '30138815': '沙川'}",2021-08-17,Stock,股票,Index,传统指数型,OpenEnded,传统开放式,Domestic,投资境内,Unlisted,未上市,0.3,0.9568,人民币,1.23,-0.81,-0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.76,--,--,0.22,--,--,0.00,--,--,--,--,--,--,--,False,0.50,0.10,--,0.60,--,--
011832,西部智能指数A,80147736,西部利得,80001067,工商银行,'930713,CS人工智,2021-06-08,"{'30457867': '盛丰衍', '30695945': '陈蒙'}",2021-06-08,Stock,股票,EnhancedIndex,增强指数型,OpenEnded,传统开放式,Domestic,投资境内,Unlisted,未上市,4.54,0.9967,人民币,1.3,0.63,0.68,-7.2,--,--,--,--,--,--,--,--,0.77,--,--,--,--,--,--,--,--,--,0.88,--,--,0.39,--,--,0.00,--,--,--,--,--,--,--,False,1.20,0.20,--,1.40,--,--
517110,国泰创新药ETF,80000224,国泰基金,10000020,招商银行,'931409,SHS创新药(人民币),2021-09-08,{'30419711': '梁杏'},2021-09-08,Stock,股票,Index,传统指数型,ETF,ETF,Domestic,投资境内,SHSE,上交所上市,1.96,0.9743,人民币,2.45,-1.33,-4.34,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1.39,--,--,20236450.00,18830253.67,17934865.20,--,--,--,--,--,False,0.50,0.10,--,0.60,--,--
517120,华泰创新药50,80055334,华泰柏瑞,10000001,浦发银行,'931409,SHS创新药(人民币),2021-07-08,{'30050008': '柳军'},2021-07-08,Stock,股票,Index,传统指数型,ETF,ETF,Domestic,投资境内,SHSE,上交所上市,4.09,0.8844,人民币,1.79,-1.19,-6.42,-13.56,--,--,--,--,--,--,--,--,1.1,--,--,--,--,--,--,--,--,--,1.08,--,--,0.09,--,--,3817490.00,3758770.33,3085736.00,4777860.80,5684390.47,--,--,--,False,0.50,0.10,--,0.60,--,--
160636,鹏华互联指数,80000230,鹏华基金,80001068,建设银行,'399970,移动互联,2021-01-01,{'30687965': '罗英宇'},2021-01-01,Stock,股票,EnhancedIndex,增强指数型,LOF,LOF,Domestic,投资境内,Unlisted,未上市,0.76,0.965,人民币,0.77,-0.52,0.63,-7.26,5.39,-10.55,--,--,--,--,--,--,0.94,0.86,1.18,--,--,--,--,--,--,--,1.2,--,--,0.08,--,--,0.00,--,--,--,--,--,--,--,False,1.00,0.22,--,1.24,0.02,--
161025,富国移动互联,80000221,富国基金,80000012,招商证券,'399970,移动互联,2021-01-01,"{'30331681': '牛志冬', '30069488': '王保合'}",2021-01-01,Stock,股票,EnhancedIndex,增强指数型,LOF,LOF,Domestic,投资境内,SZSE,深交所上市,6.04,0.978,人民币,0.79,-0.41,0.94,-5.73,8.01,-6.99,--,--,--,--,--,--,0.94,0.84,1.17,--,--,--,--,--,--,--,1.19,--,--,0.09,--,--,413322.00,249269.96,226539.58,199920.48,317792.82,--,--,--,False,1.00,0.12,--,1.14,0.02,--
012598,华安生物指数A,80000228,华安基金,10000020,招商银行,'399441,生物医药,2021-09-01,{'30464012': '苏卿云'},2021-09-01,Stock,股票,Index,传统指数型,OpenEnded,传统开放式,Domestic,投资境内,Unlisted,未上市,0.21,1.0106,人民币,2.11,-1.59,-5.46,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.45,--,--,1.1,--,--,0.00,--,--,--,--,--,--,--,False,0.50,0.10,--,0.60,--,--
159859,天弘生物医药ETF,80041198,天弘基金,80066058,中信建投,'399441,生物医药,2021-06-24,{'30138815': '沙川'},2021-06-24,Stock,股票,Index,传统指数型,ETF,ETF,Domestic,投资境内,SZSE,深交所上市,1.5,0.9018,人民币,2.17,-1.62,-5.41,-16.96,--,--,--,--,--,--,--,--,1.01,--,--,--,--,--,--,--,--,--,0.97,--,--,0.12,--,--,23432313.00,23711012.46,24157021.72,23014211.47,26300194.43,--,--,--,False,0.50,0.10,--,0.60,--,--
159839,添富生物药ETF,80053708,汇添富,10000020,招商银行,'399441,生物医药,2021-02-01,{'30347260': '过蓓蓓'},2021-02-01,Stock,股票,Index,传统指数型,ETF,ETF,Domestic,投资境内,SZSE,深交所上市,2.68,0.866,人民币,2.25,-1.71,-5.68,-18.1,-3.78,--,--,--,--,--,--,--,1.05,1.17,--,--,--,--,--,--,--,--,1.53,--,--,0.02,--,--,15336427.00,13771138.24,12976176.21,15917323.30,18186326.39,--,--,--,False,0.50,0.10,--,0.60,--,--
011040,天弘生物指数A,80041198,天弘基金,80066058,中信建投,'399441,生物医药,2021-01-27,"{'30713412': '贺雨轩', '30138815': '沙川'}",2021-01-27,Stock,股票,Index,传统指数型,ETFFeeder,ETF联接,Domestic,投资境内,Unlisted,未上市,6.4,0.9313,人民币,2.15,-1.53,-5.3,-16.2,-1.58,--,--,--,--,--,--,--,0.97,1.09,--,--,--,--,--,--,--,--,1.5,--,--,0.17,--,--,0.00,--,--,--,--,--,--,--,False,0.50,0.10,--,0.62,0.02,--
161726,招商生物医药A,80036782,招商基金,80001122,中国银行,'399441,生物医药,2021-01-01,"{'30510736': '侯昊', '30698620': '许荣漫'}",2021-01-01,Stock,股票,EnhancedIndex,增强指数型,LOF,LOF,Domestic,投资境内,SZSE,深交所上市,116.6,0.922,人民币,2.13,-1.6,-5.45,-17.24,-3.94,-5.33,--,--,--,--,--,--,0.99,1.11,1.56,--,--,--,--,--,--,--,1.53,--,--,0.14,--,--,2407607.00,2706768.50,2402498.87,2714820.12,3416826.35,--,--,--,False,1.00,0.22,--,1.24,0.02,--
159909,招商深TMT,80036782,招商基金,80001122,中国银行,'399610,TMT50,2011-06-27,{'30470772': '苏燕青'},2011-06-27,Stock,股票,Index,传统指数型,ETF,ETF,Domestic,投资境内,SZSE,深交所上市,1.78,0.7452,人民币,0.96,-1.01,0.63,-8.23,5.05,-10.62,-0.09,4.43,25.07,30.93,7.37,10.24,0.97,0.77,1.14,1.26,1.3,1.4,1.33,1.08,--,1.18,1.08,--,1.24,0.04,--,1.28,917139.00,515728.00,398572.34,538936.82,345456.97,--,--,--,False,0.50,0.10,--,0.63,0.03,--
217019,招商深证联接A,80036782,招商基金,80001122,中国银行,'399610,TMT50,2011-06-27,{'30470772': '苏燕青'},2011-06-27,Stock,股票,Index,传统指数型,ETFFeeder,ETF联接,Domestic,投资境内,Unlisted,未上市,1.99,2.075,人民币,0.91,-0.95,0.58,-7.83,4.67,-10.25,-0.22,4.07,23.32,29.77,6.7,9.33,0.92,0.73,1.08,1.19,1.25,1.35,1.29,1.09,--,1.12,1.09,--,1.29,0.1,--,1.26,0.00,--,--,--,--,--,--,--,False,0.50,0.10,--,0.60,--,--
008928,泰达红利指数A,80000238,泰达宏利,80001120,农业银行,'H30094,消费红利,2020-03-26,"{'30561706': '刘洋', '30182148': '刘欣'}",2020-03-26,Stock,股票,Index,传统指数型,OpenEnded,传统开放式,Domestic,投资境内,Unlisted,未上市,2.02,1.6859,人民币,2.18,-3.62,-0.46,-1.33,9.92,8.07,6.08,13.21,--,--,--,--,0.94,1.09,1.05,0.96,--,--,--,--,--,1.0,0.92,--,--,0.17,--,--,0.00,--,--,--,--,--,--,--,False,0.50,0.10,--,0.62,0.02,--
501089,方正消费增强,80174741,方正富邦,10000013,民生银行,'H30094,消费红利,2019-11-29,{'30556170': '吴昊'},2019-11-29,Stock,股票,EnhancedIndex,增强指数型,LOF,LOF,Domestic,投资境内,SHSE,上交所上市,0.22,1.3965,人民币,2.22,-3.92,-0.68,-4.07,3.25,-1.66,-3.35,1.07,--,--,--,--,0.97,1.1,1.08,0.98,--,--,--,--,--,1.03,0.82,--,--,0.11,--,--,231696.00,224376.00,187969.80,166604.90,184199.07,--,--,--,False,1.20,0.20,--,1.42,0.02,--
165523,信息安全指数A,80066470,中信保诚基金,80001122,中国银行,'399994,信息安全,2021-01-01,{'30559527': '黄稚'},2021-01-01,Stock,股票,EnhancedIndex,增强指数型,LOF,LOF,Domestic,投资境内,Unlisted,未上市,4.37,0.8852,人民币,0.79,-0.71,-0.4,-3.81,6.45,-7.46,--,--,--,--,--,--,0.8,0.52,0.78,--,--,--,--,--,--,--,0.78,--,--,0.08,--,--,0.00,--,--,--,--,--,--,--,False,1.00,0.22,--,1.24,0.02,--
516980,华富证券先锋ETF,80037023,华富基金,80001122,中国银行,'931402,证券先锋,2021-06-15,"{'30232153': '李孝华', '30541550': '郜哲'}",2021-06-15,Stock,股票,Index,传统指数型,ETF,ETF,Domestic,投资境内,SHSE,上交所上市,0.53,1.0999,人民币,0.5,-2.32,-5.16,9.18,--,--,--,--,--,--,--,--,1.17,--,--,--,--,--,--,--,--,--,1.15,--,--,0.1,--,--,748256.00,651151.33,760377.40,1015049.10,3206383.40,--,--,--,False,0.50,0.10,--,0.60,--,--
159993,鹏华证券龙头ETF,80000230,鹏华基金,10000018,中信证券,'399437,证券龙头,2019-12-26,{'30351449': '陈龙'},2019-12-26,Stock,股票,Index,传统指数型,ETF,ETF,Domestic,投资境内,SZSE,深交所上市,12.82,1.2075,人民币,0.59,-2.79,-5.92,6.28,13.58,-5.14,-2.64,-4.14,--,--,--,--,1.26,1.77,1.32,1.48,--,--,--,--,--,1.33,1.61,--,--,0.09,--,--,42827291.00,42412858.30,46355526.00,52091561.69,86249951.20,--,--,--,False,0.50,0.10,--,0.63,0.03,--
003194,上海国企联接,80053708,汇添富,80001067,工商银行,'950096,上海国企,2016-09-18,{'30529631': '董瑾'},2016-09-18,Stock,股票,Index,传统指数型,ETFFeeder,ETF联接,Domestic,投资境内,Unlisted,未上市,2.18,0.9086,人民币,0.41,-0.54,1.4,2.96,0.32,-4.49,-2.83,-1.58,-1.19,6.47,-2.01,--,0.7,1.04,0.66,0.75,0.74,0.92,0.9,--,--,0.66,0.9,--,--,0.13,--,--,0.00,--,--,--,--,--,--,--,False,0.50,0.10,--,0.60,--,--
