ticker,name,companyCode,companyName,custodianCode,custodianName,indexTicker,indexName,indexStartDate,managerNames,establishDate,assetal,assetalName,manage,manageName,organizationform,organizationformName,investarea,investareaName,exchangemarket,exchangemarketName,assetalNet,nav,navUnit,navChange,navChange1w,navChange1m,navChange3m,navChange6m,navChange9m,navChangeYtd,navChange1y,navAnnualReturns2y,navAnnualReturns3y,navAnnualReturns5y,navAnnualReturns10y,navBeta3mJSW001,navBeta6mJSW001,navBeta9mJSW001,navBeta1yJSW001,navBeta2yJSW001,navBeta3yJSW001,navBeta5yJSW001,navBeta10yJSW001,navBeta15yJSW001,navBetaYtdJSW001,navBetaAllJSW001,navBeta2007JSW001,navBeta2015JSW001,trackingError,navBeta2008JSW001,navBeta2016JSW001,tradeAmount,tradeAmount3,tradeAmount5,tradeAmount10,tradeAmount30,pctOfFloat,pctOfStock,stkShares,isEnd,managerRatio,custodianRatio,salesRatio,totalFee,indexUsageRatio,pctOfNav
162411,华宝油气股票A,80000250,华宝基金,80001068,建设银行,'SPG039,标普石油天然气上游股票总收益指数(美元),2011-09-29,"{'30706097': '杨洋', '30224465': '周晶'}",2011-09-29,Stock,股票,Index,传统指数型,LOF,LOF,GLOBAL_ALLOCATION,全球配置,SZSE,深交所上市,36.13,0.5111,人民币,0.48,0.0,18.65,26.09,32.94,50.56,75.54,126.08,17.44,-9.78,-4.09,-6.54,--,--,--,--,--,--,--,--,--,--,--,--,--,0.3,--,--,53708365.00,67849964.97,59769047.44,71768657.88,53992915.84,--,--,--,False,1.00,0.28,--,1.28,--,--
561800,华富稀有金属,80037023,华富基金,80001121,交通银行,'930632,CS稀金属,2021-08-11,"{'30232153': '李孝华', '30541550': '郜哲'}",2021-08-11,Stock,股票,Index,传统指数型,ETF,ETF,Domestic,投资境内,SHSE,上交所上市,2.04,0.9728,人民币,-0.01,4.23,-8.23,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1.78,--,--,1.57,--,--,9539030.00,11596515.33,11673994.00,13072389.40,26366006.27,--,--,--,False,0.50,0.10,--,0.60,--,--
562800,嘉实稀有金属,80000223,嘉实基金,80000135,中国银河,'930632,CS稀金属,2021-09-15,{'30695579': '田光远'},2021-09-15,Stock,股票,Index,传统指数型,ETF,ETF,Domestic,投资境内,SHSE,上交所上市,5.49,0.9059,人民币,-0.01,4.19,-8.34,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1.45,--,--,30787569.00,28646359.33,28480451.60,28535899.10,--,--,--,--,False,0.50,0.10,--,0.60,--,--
515220,国泰中证煤炭ETF,80000224,国泰基金,80001067,工商银行,'399998,中证煤炭,2020-01-20,{'30475190': '徐成城'},2020-01-20,Stock,股票,Index,传统指数型,ETF,ETF,Domestic,投资境内,SHSE,上交所上市,37.62,2.3646,人民币,0.31,1.99,-2.92,38.19,64.0,83.68,79.64,97.08,--,--,--,--,1.15,1.0,0.46,0.61,--,--,--,--,--,0.44,0.79,--,--,0.08,--,--,489909047.00,527971716.00,533493231.40,496634495.20,464232381.77,--,--,--,False,0.50,0.10,--,0.63,0.03,--
008279,国泰煤炭联接A,80000224,国泰基金,80001067,工商银行,'399998,中证煤炭,2020-01-16,{'30316741': '谢东旭'},2020-01-16,Stock,股票,Index,传统指数型,ETFFeeder,ETF联接,Domestic,投资境内,Unlisted,未上市,3.86,2.2638,人民币,0.25,2.06,-2.52,33.33,61.2,80.69,76.87,92.96,--,--,--,--,1.05,0.98,0.43,0.56,--,--,--,--,--,0.42,0.68,--,--,0.4,--,--,0.00,--,--,--,--,--,--,--,False,0.50,0.10,--,0.60,--,--
168204,中融煤炭指数,80329448,中融基金,10000786,海通证券,'399998,中证煤炭,2021-01-01,{'30249815': '赵菲'},2021-01-01,Stock,股票,EnhancedIndex,增强指数型,LOF,LOF,Domestic,投资境内,SZSE,深交所上市,1.44,1.72,人民币,0.3,2.33,-2.11,36.65,64.43,81.48,--,--,--,--,--,--,1.03,0.87,0.41,--,--,--,--,--,--,--,0.39,--,--,0.42,--,--,1795233.00,1524018.58,1204295.43,1141142.34,1916536.56,--,--,--,False,1.00,0.22,--,1.24,0.02,--
161032,富国煤炭指数A,80000221,富国基金,80000123,国泰君安,'399998,中证煤炭,2021-01-01,{'30072302': '张圣贤'},2021-01-01,Stock,股票,EnhancedIndex,增强指数型,LOF,LOF,Domestic,投资境内,SZSE,深交所上市,5.76,1.854,人民币,0.28,1.99,-2.59,34.21,58.01,77.31,--,--,--,--,--,--,1.02,0.85,0.38,--,--,--,--,--,--,--,0.36,--,--,0.44,--,--,6965896.00,6448710.88,5314758.98,5561231.96,6728780.18,--,--,--,False,1.00,0.12,--,1.14,0.02,--
161724,招商煤炭等权A,80036782,招商基金,80001122,中国银行,'399990,煤炭等权,2021-01-01,{'30510736': '侯昊'},2021-01-01,Stock,股票,EnhancedIndex,增强指数型,LOF,LOF,Domestic,投资境内,SZSE,深交所上市,9.09,1.8441,人民币,1.3,1.24,-2.59,36.34,61.76,78.59,--,--,--,--,--,--,1.05,0.7,0.34,--,--,--,--,--,--,--,0.31,--,--,0.38,--,--,3731468.00,3735223.06,2941490.10,2770115.35,2784809.26,--,--,--,False,1.00,0.22,--,1.24,0.02,--
561910,招商电池ETF,80036782,招商基金,80000074,光大证券,'931719,CS电池,2021-08-04,{'30698620': '许荣漫'},2021-08-04,Stock,股票,Index,传统指数型,ETF,ETF,Domestic,投资境内,SHSE,上交所上市,1.59,1.0559,人民币,0.53,8.35,3.92,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1.09,--,--,0.49,--,--,34521940.00,35509319.67,35242055.20,32629322.80,31304090.97,--,--,--,False,0.50,0.10,--,0.60,--,--
012862,添富电池指数A,80053708,汇添富,80001122,中国银行,'931719,CS电池,2021-08-11,{'30529631': '董瑾'},2021-08-11,Stock,股票,Index,传统指数型,OpenEnded,传统开放式,Domestic,投资境内,Unlisted,未上市,2.38,1.0831,人民币,0.51,8.12,3.58,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1.1,--,--,0.58,--,--,0.00,--,--,--,--,--,--,--,False,0.50,0.10,--,0.60,--,--
562880,嘉实电池龙头ETF,80000223,嘉实基金,80066058,中信建投,'931719,CS电池,2021-07-13,{'30695579': '田光远'},2021-07-13,Stock,股票,Index,传统指数型,ETF,ETF,Domestic,投资境内,SHSE,上交所上市,2.71,1.1295,人民币,0.54,8.47,3.75,14.65,--,--,--,--,--,--,--,--,1.49,--,--,--,--,--,--,--,--,--,1.5,--,--,0.1,--,--,20088284.00,28184673.33,25304289.60,21539958.50,26275468.83,--,--,--,False,0.50,0.10,--,0.60,--,--
516270,华安新能源50,80000228,华安基金,80001122,中国银行,'000941,新能源,2021-07-09,{'30679837': '刘璇子'},2021-07-09,Stock,股票,Index,传统指数型,ETF,ETF,Domestic,投资境内,SHSE,上交所上市,1.36,1.1054,人民币,-0.1,8.07,5.85,11.31,--,--,--,--,--,--,--,--,1.19,--,--,--,--,--,--,--,--,--,1.16,--,--,0.58,--,--,13317515.00,15397789.33,14403395.20,12498692.90,13255570.67,--,--,--,False,0.50,0.10,--,0.60,--,--
159752,申万新能源50,80045188,申万菱信,80066058,中信建投,'000941,新能源,2021-07-20,{'30334725': '龚丽丽'},2021-07-20,Stock,股票,Index,传统指数型,ETF,ETF,Domestic,投资境内,SZSE,深交所上市,1.71,1.1187,人民币,-0.1,8.56,6.27,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.96,--,--,0.73,--,--,11928474.00,18115568.07,14992433.38,11138691.48,11338683.19,--,--,--,False,0.50,0.10,--,0.60,--,--
011035,嘉实稀土联接A,80000223,嘉实基金,80001068,建设银行,'930598,稀土产业,2021-08-03,{'30695579': '田光远'},2021-08-03,Stock,股票,Index,传统指数型,ETFFeeder,ETF联接,Domestic,投资境内,Unlisted,未上市,1.94,0.9839,人民币,0.07,1.42,-10.99,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1.66,--,--,1.15,--,--,0.00,--,--,--,--,--,--,--,False,0.50,0.10,--,0.60,--,--
159713,富国稀土ETF,80000221,富国基金,10000020,招商银行,'930598,稀土产业,2021-08-05,{'30660017': '曹璐迪'},2021-08-05,Stock,股票,Index,传统指数型,ETF,ETF,Domestic,投资境内,SZSE,深交所上市,2.91,0.9696,人民币,0.08,1.55,-11.35,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1.8,--,--,0.68,--,--,33257602.00,43189612.94,42725479.10,39854499.87,43461548.97,--,--,--,False,0.50,0.10,--,0.60,--,--
159715,易基稀土ETF,80000229,易方达基金,80001068,建设银行,'930598,稀土产业,2021-09-01,{'30351914': '成曦'},2021-09-01,Stock,股票,Index,传统指数型,ETF,ETF,Domestic,投资境内,SZSE,深交所上市,4.0,0.843,人民币,0.08,1.46,-11.47,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1.65,--,--,0.89,--,--,37835099.00,34604460.25,36055888.77,44855646.49,--,--,--,--,False,0.15,0.05,--,0.20,--,--
516780,华泰稀土ETF,80055334,华泰柏瑞,80000135,中国银河,'930598,稀土产业,2021-02-26,"{'30625823': '李茜', '30697042': '谭弘翔'}",2021-02-26,Stock,股票,Index,传统指数型,ETF,ETF,Domestic,投资境内,SHSE,上交所上市,11.85,1.3113,人民币,0.08,1.49,-11.47,12.19,51.32,--,--,--,--,--,--,--,1.68,0.86,--,--,--,--,--,--,--,--,0.78,--,--,0.05,--,--,134328767.00,120615954.67,120137048.20,128611642.10,185438062.27,--,--,--,False,0.50,0.10,--,0.60,--,--
516150,嘉实稀土产业,80000223,嘉实基金,80001068,建设银行,'930598,稀土产业,2021-03-09,{'30695579': '田光远'},2021-03-09,Stock,股票,Index,传统指数型,ETF,ETF,Domestic,投资境内,SHSE,上交所上市,22.11,1.4058,人民币,0.08,1.5,-11.61,12.34,53.37,--,--,--,--,--,--,--,1.69,0.87,--,--,--,--,--,--,--,--,0.79,--,--,0.04,--,--,49597994.00,53794974.67,52271165.80,54308555.40,65418340.50,--,--,--,False,0.50,0.10,--,0.60,--,--
013179,广发电池联接A,80000248,广发基金,80001067,工商银行,'980032,新能电池,2021-08-16,{'30357080': '罗国庆'},2021-08-16,Stock,股票,Index,传统指数型,ETFFeeder,ETF联接,Domestic,投资境内,Unlisted,未上市,2.03,1.0549,人民币,0.0,7.42,1.13,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1.11,--,--,0.28,--,--,0.00,--,--,--,--,--,--,--,False,0.50,0.10,--,0.60,--,--
159767,兴银电池龙头,80363205,兴银基金,10000001,浦发银行,'980032,新能电池,2021-08-06,"{'30713593': '刘帆', '30715427': '林学晨'}",2021-08-06,Stock,股票,Index,传统指数型,ETF,ETF,Domestic,投资境内,SZSE,深交所上市,2.05,1.056,人民币,0.0,7.94,1.59,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1.13,--,--,0.9,--,--,29561247.00,31747693.44,26158430.86,21528562.15,22247763.96,--,--,--,False,0.50,0.10,--,0.60,--,--
159840,工银锂电池50,80064225,工银瑞信,80066058,中信建投,'980032,新能电池,2021-08-05,{'30303859': '刘伟琳'},2021-08-05,Stock,股票,Index,传统指数型,ETF,ETF,Domestic,投资境内,SZSE,深交所上市,3.17,1.0476,人民币,0.0,7.78,1.09,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1.35,--,--,0.79,--,--,46208141.00,51590536.59,53433152.19,55086696.62,52168110.14,--,--,--,False,0.45,0.07,--,0.52,--,--
159757,景顺电池50,80000251,景顺长城,10001303,华夏银行,'980032,新能电池,2021-07-21,{'30347518': '张晓南'},2021-07-21,Stock,股票,Index,传统指数型,ETF,ETF,Domestic,投资境内,SZSE,深交所上市,4.45,1.0529,人民币,0.0,7.75,1.14,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.68,--,--,0.55,--,--,43964957.00,54770860.99,49300429.12,45590079.70,50992674.64,--,--,--,False,0.50,0.10,--,0.60,--,--
159755,广发电池ETF,80000248,广发基金,80001067,工商银行,'980032,新能电池,2021-06-15,{'30357080': '罗国庆'},2021-06-15,Stock,股票,Index,传统指数型,ETF,ETF,Domestic,投资境内,SZSE,深交所上市,15.99,1.3421,人民币,1.18,7.82,1.11,10.24,--,--,--,--,--,--,--,--,1.64,--,--,--,--,--,--,--,--,--,1.71,--,--,0.03,--,--,123182420.00,152975773.72,140323580.52,146565318.93,182193590.51,--,--,--,False,0.50,0.10,--,0.60,--,--
515790,华泰光伏ETF,80055334,华泰柏瑞,80001122,中国银行,'931151,光伏产业,2020-12-07,"{'30691200': '李沐阳', '30625823': '李茜'}",2020-12-07,Stock,股票,Index,传统指数型,ETF,ETF,Domestic,投资境内,SHSE,上交所上市,135.32,1.7731,人民币,-0.14,9.79,7.99,24.59,74.59,49.5,56.24,--,--,--,--,--,1.36,0.2,1.33,--,--,--,--,--,--,1.31,1.23,--,--,0.02,--,--,596395824.00,777545018.33,889958507.20,801048562.00,970928917.10,--,--,--,False,0.50,0.10,--,0.63,0.03,--
013105,华安光伏指数A,80000228,华安基金,80001068,建设银行,'931151,光伏产业,2021-09-01,{'30679837': '刘璇子'},2021-09-01,Stock,股票,Index,传统指数型,OpenEnded,传统开放式,Domestic,投资境内,Unlisted,未上市,0.93,0.9956,人民币,-0.13,9.25,7.4,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.32,--,--,0.64,--,--,0.00,--,--,--,--,--,--,--,False,0.50,0.10,--,0.60,--,--
012364,广发光伏指数A,80000248,广发基金,10000020,招商银行,'931151,光伏产业,2021-07-06,{'30707553': '夏浩洋'},2021-07-06,Stock,股票,Index,传统指数型,OpenEnded,传统开放式,Domestic,投资境内,Unlisted,未上市,1.28,1.2591,人民币,-0.13,9.36,7.67,22.19,--,--,--,--,--,--,--,--,1.21,--,--,--,--,--,--,--,--,--,1.27,--,--,0.34,--,--,0.00,--,--,--,--,--,--,--,False,0.50,0.10,--,0.60,--,--
012722,平安光伏指数A,80168726,平安基金,80001069,兴业银行,'931151,光伏产业,2021-07-14,"{'30623403': '刘洁倩', '30526897': '成钧'}",2021-07-14,Stock,股票,Index,传统指数型,OpenEnded,传统开放式,Domestic,投资境内,Unlisted,未上市,1.41,1.1654,人民币,-0.14,9.37,7.66,16.69,--,--,--,--,--,--,--,--,1.07,--,--,--,--,--,--,--,--,--,1.07,--,--,1.17,--,--,0.00,--,--,--,--,--,--,--,False,0.50,0.10,--,0.60,--,--
516180,平安光伏产业ETF,80168726,平安基金,10000018,中信证券,'931151,光伏产业,2021-02-09,{'30623403': '刘洁倩'},2021-02-09,Stock,股票,Index,传统指数型,ETF,ETF,Domestic,投资境内,SHSE,上交所上市,2.0,1.4341,人民币,-0.12,9.45,7.86,25.46,78.0,--,--,--,--,--,--,--,1.3,0.19,--,--,--,--,--,--,--,--,1.06,--,--,0.15,--,--,17428803.00,19897055.67,20640132.20,19524098.10,24494064.17,--,--,--,False,0.50,0.10,--,0.60,--,--
011966,招商光伏指数A,80036782,招商基金,80001121,交通银行,'931151,光伏产业,2021-06-18,{'30059748': '王平'},2021-06-18,Stock,股票,Index,传统指数型,OpenEnded,传统开放式,Domestic,投资境内,Unlisted,未上市,2.19,1.116,人民币,-0.12,9.52,7.88,11.63,--,--,--,--,--,--,--,--,0.72,--,--,--,--,--,--,--,--,--,0.59,--,--,1.33,--,--,0.00,--,--,--,--,--,--,--,False,1.00,0.20,--,1.20,--,--
012885,华夏光伏指数A,80000222,华夏基金,10000020,招商银行,'931151,光伏产业,2021-08-17,{'30529457': '李俊'},2021-08-17,Stock,股票,Index,传统指数型,OpenEnded,传统开放式,Domestic,投资境内,Unlisted,未上市,2.63,1.0306,人民币,-0.13,9.23,7.52,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.35,--,--,2.04,--,--,0.00,--,--,--,--,--,--,--,False,0.50,0.10,--,0.60,--,--
159863,鹏华光伏产业,80000230,鹏华基金,80507977,申万宏源证券,'931151,光伏产业,2021-02-22,{'30585899': '闫冬'},2021-02-22,Stock,股票,Index,传统指数型,ETF,ETF,Domestic,投资境内,SZSE,深交所上市,2.94,1.7022,人民币,-0.11,9.69,8.0,26.48,81.73,--,--,--,--,--,--,--,1.33,0.19,--,--,--,--,--,--,--,--,0.66,--,--,0.08,--,--,15613125.00,19506626.64,19965744.13,18343916.26,27015000.75,--,--,--,False,0.50,0.10,--,0.60,--,--
516290,添富光伏产业ETF,80053708,汇添富,80001068,建设银行,'931151,光伏产业,2021-08-09,{'30529631': '董瑾'},2021-08-09,Stock,股票,Index,传统指数型,ETF,ETF,Domestic,投资境内,SHSE,上交所上市,3.29,1.0871,人民币,-0.14,9.73,7.92,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.85,--,--,0.26,--,--,18623364.00,24290592.67,27055862.20,22915248.80,24100143.10,--,--,--,False,0.15,0.05,--,0.20,--,--
012679,华泰光伏联接A,80055334,华泰柏瑞,80001122,中国银行,'931151,光伏产业,2021-08-17,{'30691200': '李沐阳'},2021-08-17,Stock,股票,Index,传统指数型,ETFFeeder,ETF联接,Domestic,投资境内,Unlisted,未上市,5.56,1.0188,人民币,-0.12,8.35,6.76,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,3.3,--,--,0.00,--,--,--,--,--,--,--,False,0.50,0.10,--,0.60,--,--
516850,华夏新能源80,80000222,华夏基金,80001122,中国银行,'399808,中证新能,2021-03-09,{'30488427': '赵宗庭'},2021-03-09,Stock,股票,Index,传统指数型,ETF,ETF,Domestic,投资境内,SHSE,上交所上市,0.9,1.6726,人民币,0.12,8.41,4.97,15.21,71.66,--,--,--,--,--,--,--,1.44,0.51,--,--,--,--,--,--,--,--,0.91,--,--,0.04,--,--,7047176.00,7817319.33,7716748.00,7003702.10,8503418.57,--,--,--,False,0.50,0.10,--,0.60,--,--
516580,博时新能源ETF,80000226,博时基金,80066058,中信建投,'399808,中证新能,2021-07-15,{'30257052': '尹浩'},2021-07-15,Stock,股票,Index,传统指数型,ETF,ETF,Domestic,投资境内,SHSE,上交所上市,1.81,1.1008,人民币,0.1,8.27,4.61,10.42,--,--,--,--,--,--,--,--,1.36,--,--,--,--,--,--,--,--,--,1.36,--,--,0.74,--,--,17329300.00,16749627.67,15428872.00,11912175.70,11277249.77,--,--,--,False,0.50,0.10,--,0.60,--,--
516090,易基能源ETF,80000229,易方达基金,80001068,建设银行,'399808,中证新能,2021-03-11,{'30636609': '张湛'},2021-03-11,Stock,股票,Index,传统指数型,ETF,ETF,Domestic,投资境内,SHSE,上交所上市,2.49,1.6854,人民币,0.12,8.4,4.91,15.5,72.09,--,--,--,--,--,--,--,1.43,0.51,--,--,--,--,--,--,--,--,0.91,--,--,0.06,--,--,23659232.00,30329828.00,30415158.80,30865989.40,37114281.33,--,--,--,False,0.15,0.05,--,0.20,--,--
159875,嘉实新能源ETF,80000223,嘉实基金,80001122,中国银行,'399808,中证新能,2021-08-09,{'30695579': '田光远'},2021-08-09,Stock,股票,Index,传统指数型,ETF,ETF,Domestic,投资境内,SZSE,深交所上市,2.99,1.0729,人民币,0.1,8.46,4.96,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1.09,--,--,0.15,--,--,25568627.00,35381388.39,36234077.83,31865284.30,31294935.18,--,--,--,False,0.50,0.10,--,0.60,--,--
012831,南方新能联接A,80000220,南方基金,80001120,农业银行,'399808,中证新能,2021-08-24,{'30613046': '龚涛'},2021-08-24,Stock,股票,Index,传统指数型,ETFFeeder,ETF联接,Domestic,投资境内,Unlisted,未上市,3.11,1.041,人民币,0.1,7.78,4.57,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.7,--,--,1.25,--,--,0.00,--,--,--,--,--,--,--,False,0.15,0.05,--,0.20,--,--
516160,南方新能源ETF,80000220,南方基金,80001120,农业银行,'399808,中证新能,2021-01-22,{'30613046': '龚涛'},2021-01-22,Stock,股票,Index,传统指数型,ETF,ETF,Domestic,投资境内,SHSE,上交所上市,21.95,1.4119,人民币,0.11,8.4,4.74,15.09,71.65,--,--,--,--,--,--,--,1.45,0.51,--,--,--,--,--,--,--,--,1.35,--,--,0.02,--,--,127815979.00,154389157.33,152053646.80,144357485.30,180992350.10,--,--,--,False,0.15,0.05,--,0.23,0.03,--
159930,添富中证能源,80053708,汇添富,80001067,工商银行,'000928,中证能源,2013-08-23,{'30347260': '过蓓蓓'},2013-08-23,Stock,股票,Index,传统指数型,ETF,ETF,Domestic,投资境内,SZSE,深交所上市,2.56,1.0266,人民币,0.04,0.22,-1.04,33.54,45.67,51.77,59.23,62.82,22.11,12.15,4.97,--,0.98,1.01,0.56,0.62,0.72,0.77,0.79,--,--,0.58,0.89,--,0.83,0.09,--,0.83,38463648.00,42868262.22,39211063.01,45483762.27,49581610.53,--,--,--,False,0.50,0.10,--,0.63,0.03,--
159945,广发全指能源,80000248,广发基金,80001122,中国银行,'000986,全指能源,2015-06-25,{'30707553': '夏浩洋'},2015-06-25,Stock,股票,Index,传统指数型,ETF,ETF,Domestic,投资境内,SZSE,深交所上市,0.64,0.9632,人民币,0.61,-0.04,-2.44,32.99,47.01,54.68,58.37,63.79,23.72,14.22,6.9,--,1.08,0.98,0.54,0.62,0.73,0.84,0.86,--,--,0.55,0.92,--,--,0.09,--,0.9,10292664.00,10495610.65,9607299.95,10274796.89,10403776.72,--,--,--,False,0.50,0.10,--,0.63,0.03,--
515700,平安新能源车,80168726,平安基金,80000012,招商证券,'930997,新能源车,2019-12-31,{'30138974': '钱晶'},2019-12-31,Stock,股票,Index,传统指数型,ETF,ETF,Domestic,投资境内,SHSE,上交所上市,59.54,3.2141,人民币,0.32,7.2,1.74,9.05,71.16,46.43,53.88,118.36,--,--,--,--,1.64,0.87,1.74,1.7,--,--,--,--,--,1.69,1.47,--,--,0.02,--,--,264461878.00,308194856.67,279596327.80,278261190.20,298508399.37,--,--,--,False,0.15,0.05,--,0.23,0.03,--
501057,添富能源指数A,80053708,汇添富,80001067,工商银行,'930997,新能源车,2018-05-23,{'30347260': '过蓓蓓'},2018-05-23,Stock,股票,Index,传统指数型,LOF,LOF,Domestic,投资境内,SHSE,上交所上市,104.27,3.2277,人民币,0.3,6.92,1.52,8.39,67.48,43.31,50.57,108.2,95.46,64.04,--,--,1.56,0.83,1.65,1.61,1.64,1.34,--,--,--,1.61,1.39,--,--,0.15,--,--,12694160.00,16200709.00,13457240.60,11212949.30,14401669.13,--,--,--,False,1.00,0.10,--,1.12,0.02,--
516390,添富电动车ETF,80053708,汇添富,80001067,工商银行,'930997,新能源车,2021-06-03,{'30347260': '过蓓蓓'},2021-06-03,Stock,股票,Index,传统指数型,ETF,ETF,Domestic,投资境内,SHSE,上交所上市,2.27,1.3345,人民币,0.32,7.24,1.83,8.73,--,--,--,--,--,--,--,--,1.63,--,--,--,--,--,--,--,--,--,1.75,--,--,0.04,--,--,21391405.00,28013972.67,23486689.00,20847831.70,23760737.07,--,--,--,False,0.15,0.05,--,0.20,--,--
012698,平安新车联接A,80168726,平安基金,80000012,招商证券,'930997,新能源车,2021-06-29,"{'30526897': '成钧', '30138974': '钱晶'}",2021-06-29,Stock,股票,Index,传统指数型,ETFFeeder,ETF联接,Domestic,投资境内,Unlisted,未上市,2.33,1.089,人民币,0.3,6.75,1.53,8.31,--,--,--,--,--,--,--,--,1.15,--,--,--,--,--,--,--,--,--,1.05,--,--,0.65,--,--,0.00,--,--,--,--,--,--,--,False,0.15,0.05,--,0.20,--,--
010805,东财能源指数A,80547395,东财基金,10001075,广发证券,'399976,CS新能车,2020-12-16,"{'30626430': '吴逸', '30636127': '姚楠燕'}",2020-12-16,Stock,股票,Index,传统指数型,OpenEnded,传统开放式,Domestic,投资境内,Unlisted,未上市,3.95,1.6292,人民币,0.22,6.84,1.55,10.07,68.98,48.85,54.33,--,--,--,--,--,1.55,0.88,1.57,--,--,--,--,--,--,1.53,1.57,--,--,0.14,--,--,0.00,--,--,--,--,--,--,--,False,0.50,0.05,--,0.57,0.02,--
159806,国泰新能车ETF,80000224,国泰基金,10000001,浦发银行,'399976,CS新能车,2020-03-10,{'30475190': '徐成城'},2020-03-10,Stock,股票,Index,传统指数型,ETF,ETF,Domestic,投资境内,SZSE,深交所上市,21.29,3.2406,人民币,0.24,7.09,1.5,10.63,69.75,46.99,52.92,115.4,--,--,--,--,1.63,0.92,1.65,1.6,--,--,--,--,--,1.6,1.42,--,--,0.05,--,--,66596582.00,76687167.97,69754162.46,72732384.66,72015981.65,--,--,--,False,0.50,0.10,--,0.63,0.03,--
159824,博时新能汽车,80000226,博时基金,80000073,华泰证券,'399976,CS新能车,2020-12-10,{'30257052': '尹浩'},2020-12-10,Stock,股票,Index,传统指数型,ETF,ETF,Domestic,投资境内,SZSE,深交所上市,3.49,1.604,人民币,0.24,6.99,1.52,11.5,72.43,50.21,52.41,--,--,--,--,--,1.61,0.92,1.64,--,--,--,--,--,--,1.59,1.56,--,--,0.06,--,--,24272113.00,28198348.36,26953751.34,26553425.01,34626194.08,--,--,--,False,0.50,0.10,--,0.63,0.03,--
515030,华夏新汽车ETF,80000222,华夏基金,80001122,中国银行,'399976,CS新能车,2020-02-20,{'30529457': '李俊'},2020-02-20,Stock,股票,Index,传统指数型,ETF,ETF,Domestic,投资境内,SHSE,上交所上市,95.01,2.5223,人民币,0.23,7.09,1.54,10.24,68.5,45.77,51.39,112.97,--,--,--,--,1.62,0.92,1.64,1.59,--,--,--,--,--,1.59,1.47,--,--,0.03,--,--,338739976.00,410059111.00,387437107.60,405107401.50,468299285.47,--,--,--,False,0.50,0.10,--,0.63,0.03,--
009067,国泰新能联接A,80000224,国泰基金,10000001,浦发银行,'399976,CS新能车,2020-04-03,{'30316741': '谢东旭'},2020-04-03,Stock,股票,Index,传统指数型,ETFFeeder,ETF联接,Domestic,投资境内,Unlisted,未上市,6.09,2.934,人民币,0.21,6.64,1.46,9.13,61.97,42.46,47.97,101.51,--,--,--,--,1.49,0.86,1.52,1.47,--,--,--,--,--,1.48,1.21,--,--,0.27,--,--,0.00,--,--,--,--,--,--,--,False,0.50,0.10,--,0.60,--,--
013013,华夏能汽联接A,80000222,华夏基金,80001122,中国银行,'399976,CS新能车,2021-09-09,{'30529457': '李俊'},2021-09-09,Stock,股票,Index,传统指数型,ETFFeeder,ETF联接,Domestic,投资境内,Unlisted,未上市,1.05,1.0395,人民币,0.18,6.46,3.74,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.72,--,--,0.00,--,--,--,--,--,--,--,False,0.50,0.10,--,0.60,--,--
012543,嘉实新汽指数A,80000223,嘉实基金,80001121,交通银行,'399976,CS新能车,2021-08-18,{'30530911': '李直'},2021-08-18,Stock,股票,Index,传统指数型,OpenEnded,传统开放式,Domestic,投资境内,Unlisted,未上市,2.15,1.0126,人民币,0.22,6.71,1.26,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.99,--,--,1.07,--,--,0.00,--,--,--,--,--,--,--,False,0.50,0.10,--,0.60,--,--
